Ticker,Company,Sector,Market Cap,Exchange,Notes
SYNGENE,Syngene International Ltd.,PHARMA,,NSE,
ELECON,,INDUSTRIAL MANUFACTURING,,NSE,
NCC,NCC Ltd.,CONSTRUCTION,,NSE,
ABREL,,CONSTRUCTION,,NSE,
CANFINHOME,Can Fin Homes Ltd.,FINANCIAL SERVICES,,NSE,
WHIRLPOOL,Whirlpool of India Ltd.,CONSUMER GOODS,,NSE,
TEGA,,INDUSTRIAL MANUFACTURING,,NSE,
IRCON,IRCON International Ltd.,CONSTRUCTION,,NSE,
CENTRALBK,Central Bank of India,FINANCIAL SERVICES,,NSE,
IRB,IRB Infrastructure Developers Ltd.,CONSTRUCTION,,NSE,
IGL,Indraprastha Gas Ltd.,ENERGY,,NSE,
SARDAEN,,METALS,,NSE,
ABSLAMC,,FINANCIAL SERVICES,,NSE,
STARHEALTH,,FINANCIAL SERVICES,,NSE,
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,FINANCIAL SERVICES,,NSE,
CIEINDIA,,INDUSTRIAL MANUFACTURING,,NSE,
ZYDUSWELL,Zydus Wellness Ltd.,CONSUMER GOODS,,NSE,
JKTYRE,JK Tyre & Industries Ltd.,AUTOMOBILE,,NSE,
JUBLINGREA,,CHEMICALS,,NSE,
GILLETTE,Gillette India Ltd.,CONSUMER GOODS,,NSE,
BAYERCROP,,FERTILISERS & PESTICIDES,,NSE,
INDGN,,HEALTHCARE SERVICES,,NSE,
TRIDENT,Trident Ltd.,TEXTILES,,NSE,
RAILTEL,,TELECOM,,NSE,
CCL,CCL Products (I) Ltd.,CONSUMER GOODS,,NSE,
JBMA,,AUTOMOBILE,,NSE,
FIVESTAR,,FINANCIAL SERVICES,,NSE,
SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,,NSE,
RAINBOW,,HEALTHCARE SERVICES,,NSE,
MMTC,MMTC Ltd.,SERVICES,,NSE,
JWL,,INDUSTRIAL MANUFACTURING,,NSE,
IOB,Indian Overseas Bank,FINANCIAL SERVICES,,NSE,
AAVAS,Aavas Financiers Ltd.,FINANCIAL SERVICES,,NSE,
UTIAMC,,FINANCIAL SERVICES,,NSE,
ITI,ITI Ltd.,TELECOM,,NSE,
NUVOCO,,CEMENT & CEMENT PRODUCTS,,NSE,
JSWCEMENT,,CEMENT & CEMENT PRODUCTS,,NSE,
SOBHA,Sobha Ltd.,CONSTRUCTION,,NSE,
SBFC,,FINANCIAL SERVICES,,NSE,
NIVABUPA,,FINANCIAL SERVICES,,NSE,
RITES,RITES Ltd.,CONSTRUCTION,,NSE,
CHALET,,SERVICES,,NSE,
FACT,,FERTILISERS & PESTICIDES,,NSE,
UCOBANK,UCO Bank,FINANCIAL SERVICES,,NSE,
BBTC,Bombay Burmah Trading Corporation Ltd.,CONSUMER GOODS,,NSE,
ABLBL,,CONSUMER GOODS,,NSE,
DOMS,,CONSUMER GOODS,,NSE,
CANHLIFE,,FINANCIAL SERVICES,,NSE,
TIMKEN,Timken India Ltd.,INDUSTRIAL MANUFACTURING,,NSE,
TTML,,TELECOM,,NSE,
EIHOTEL,EIH Ltd.,SERVICES,,NSE,
JSWDULUX,,CONSUMER GOODS,,NSE,
SPLPETRO,,CHEMICALS,,NSE,
BLUEDART,Blue Dart Express Ltd.,SERVICES,,NSE,
INDIACEM,India Cements Ltd.,CEMENT & CEMENT PRODUCTS,,NSE,
BIKAJI,,CONSUMER GOODS,,NSE,
GODIGIT,,FINANCIAL SERVICES,,NSE,
GALLANTT,,METALS,,NSE,
